docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
mdp.39015047587004,"Davys, Mary","The reform'd coquet, or, Memoirs of Amoranda ; Familiar letters betwixt a gentleman and a lady ; and, The accomplish'd rake, or, Modern fine gentleman",,1999,Bibliographies|Fiction,Social life and customs|Fiction|18th century,1,randomB
mdp.39015056818076,"Hughes, Zach",The book of Rack the Healer,,1973,Fiction,"Science fiction, American",1,"Subj: SF, American B"
uc2.ark+=13960=t33203f9n,"Tolstoy, Leo, graf",The complete works of Count Tolstoy,v.12,1904,,,2,randomA
mdp.39015061750819,"Dunbar, Wylene",My life with corpses,,2004,Fiction,Self-actualization (Psychology)|Fiction|Death|Girls|Psychological aspects,1,randomB
mdp.39015060640441,,American girls about town,,2004,Domestic fiction|Love stories|Fiction,"United States|American fiction|Women|Women authors|Fiction|Social life and customs|Short stories, American",1,"Love|Subj: Short stories, American B"
mdp.39015041008593,"Betts, Doris",The sharp teeth of love : a novel,,1997,Romantic suspense novels|Love stories|Fiction,Kidnapping|Fiction,1,Love B
mdp.39015000661705,"Clavell, James",Shōgun: a novel of Japan,,1975,Fiction|UnknownGenre,"Tokugawa period, 1600-1868|Fiction|History",2,Subj: History B
uc2.ark+=13960=t3ws8x996,"Lane, Mark",The eternal feminine,,1921,,Women,1,randomB
uc1.32106006731365,"Serge, Victor",Midnight in the century,,1982,Fiction,"Revolution, 1917-1921|Fiction|History",2,Subj: History B
mdp.39015078569723,"Greg, Percy","Across the zodiac: the story of a wrecked record, deciphered",v.3,1880,Fiction|UnknownGenre,"Utopias|Voyages, Imaginary|Interplanetary voyages, Imaginary|Science fiction, English",7,randomA
mdp.39015058274252,,A handful of life : an anthology of short stories,,2001,Short stories,"Short stories, South African (English)|Short stories, African (English)",1,Short stories B
osu.32435067907311,"Wright, Watkins E. (Watkins Eppes)",Let's pretend,,1942,Love stories|Fiction,Marriage|Architects|United States|Fiction|Man-woman relationships|Pianists,1,Subj: Man-woman|Love B
njp.32101079670293,"Cooper, James Fenimore",The prairie : a tale,,1836,Western stories|NotFiction|Bibliographies|Fiction|Historical fiction,"(OCoLC)fst00969954|Indians of North America|Old age|fast|Fiction|(OCoLC)fst00935370|Frontier and pioneer life|To 1848|Wars|(OCoLC)fst01045272|History|Bumppo, Natty (Fictitious character)|(OCoLC)fst01240052|Middle West",12,Western
mdp.39015014854346,"Sturgeon, Theodore",Venus plus X,,1960,Fiction|Science fiction,,2,SF B
coo.31924100047392,"Dickens, Charles","Bardell v. Pickwick : the trial for breach of promise of marriage held at the Guildhall Sittings, on April 1, 1828, before Mr. Justice Stareleigh and a special jury of the City of London",,2005,Legal stories|Humorous fiction|Fiction,Trials (Breach of promise)|Fiction,1,Humor B
mdp.39015063245347,"Nicholas, Denise",Freshwater road,,2005,Novel|Historical fiction|Bildungsromans,Fiction|Young women|African American women|Civil rights movements,1,Novel B|Bildungsroman
mdp.39015016452826,"Bankowsky, Richard",On a dark night; three canticles,,1964,NotFiction,,1,randomB
uc1.b3461958,"Colter, Cyrus",The beach umbrella,,1970,Fiction,,2,randomA
mdp.39015016435268,"Kelley, William Melvin",A drop of patience,,1965,Fiction|NotFiction,African American musicians|Fiction|Blind musicians,2,randomB
pst.000047017139,"Bergen, Lara Rice",X-Men,2000,2000,Fantastic fiction|NotFiction|Science fiction,Adventure and adventurers|X-Men (Fictitious characters)|Heroes|Fiction,1,Fantasy B
uc1.b4384756,"Swados, Harvey",On the line,,1957,Fiction|NotFiction,,3,randomA
uc2.ark+=13960=t7fr01g01,,Sparks of laughter;,,1921,,American wit and humor|Toasts,1,Subj: Humor B
mdp.39015053240613,,Best short stories from Stand magazine,,1988,Fiction,"English fiction|Short stories, English|20th century",1,"Subj: Short stories, Other"
mdp.39015025257935,,Murasaki : a novel in six parts,,1992,Fiction|Science fiction,"Science fiction, American",1,SF
nyp.33433070292747,"Seebach, Julius F. (Julius Frederick)",The singing weaver and other stories : hero tales of the Reformation,,1917,Juvenile audience|Fiction,"Short stories, American|Reformation|Fiction",1,"Subj: Short stories, American B"
uc1.32106011266571,"Cockey, Tim",The hearse you came in on,,2000,Fiction|Detective and mystery stories,"Sewell, Hitchcock (Fictitious character)|Fiction|Undertakers and undertaking|Funeral rites and ceremonies",1,Mystery
mdp.39015076159972,"Newman, Kim",The secret files of the Diogenes Club,,2007,Short stories|Fiction|Science fiction,Law enforcement|Magic|Fiction,1,Short stories B
mdp.39015025015630,"Gorenshteĭn, Fridrikh",Traveling companions,,1991,Fiction|Biographical fiction,,1,Biographical
uc2.ark+=13960=t21c1vd0j,,Favourite fairy tales,,1861,,Fairy tales,1,Subj: Fairy tales B
osu.32435063107031,"Dean, Yetive H",'neath Texas stars : a novel,,1955,Love stories|Fiction|Christian fiction,,1,Christian
uc2.ark+=13960=t1kh0g38h,"Dumas, Alexandre",Works,v.11,1902,,,1,randomA
mdp.39015032829098,"Wilkins, Damien",The miserables,,1993,Domestic fiction|Fiction,,1,randomB
mdp.39015078771568,"Hall, M. R",The coroner,,2009,Novel|Detective and mystery stories,Coroners|England|Fiction|Death|Criminal investigation|Divorced women|Suicide,1,Mystery
mdp.39015064798468,"Machen, Arthur",The terror and other stories,,2005,Short stories|ContainsBiogMaterial,"Horror tales, English",1,Subj: Horror B
uc1.32106010942750,"Murakami, Haruki",The elephant vanishes,,1993,Humorous stories|Fiction,"Murakami, Haruki|1949-|Short stories|Fiction|Translations into English|Social life and customs",1,Humor B
uc1.32106016740281,"Winegardner, Mark",Crooked river burning,,2001,Fiction|Historical fiction,Fiction,2,Historical B
mdp.39015062866465,"Capote, Truman",Summer crossing : a novel,,2006,NotFiction|Love stories|Bildungsromans,Fiction,1,Bildungsroman B
uc1.b3558407,,The Slaying of the dragon : modern tales of the playful imagination,,1984,Fiction,Fantasy fiction,1,Subj: Fantasy B
uc1.b5015684,"De Bonis, Sofia McQuaide",Duse of the beautiful hands : an imaginative life,,1932,Fiction|Biographical fiction,"Duse, Eleonora|1858-1924|Fiction",1,Biographical
uc1.$b116673,,The Furnival book of short stories,,1932,NotFiction,"Short stories, English",1,"Subj: Short stories, Other"
mdp.39015074363857,"Hemyng, Bracebridge",Jack Harkaway and the red dragon,,1904,"Juvenile audience|Adventure stories, English|Fiction",Fathers and sons|Pirates|Juvenile fiction|China,1,Juvenile
inu.39000004236860,"Smith, Edward Ernest",Search for tomorrow,,1974,Fiction,,1,randomB
mdp.39015056876348,,The best of sisters in crime,,1998,Fiction,"Detective and mystery stories, American|Women|Women authors|American fiction|Fiction",1,Subj: Detective
uc1.b3467600,"Tucker, Wilson",The long loud silence,,1952,Fiction|Science fiction|NotFiction,"Science fiction, American",2,"Subj: SF, American"
mdp.39015058131940,"Nkala, Nathan",Drums and the voice of death,,1996,Fiction,"History|Fiction|Civil War, 1967-1970",1,Subj: History B
uc2.ark+=13960=t9w08z563,"J?_kai, M?_r",A Christian but a Roman,,1900,,"Fiction|Rome|History|Empire, 30 B.C.-284 A.D",1,Subj: History B
pst.000044896492,"Wibberley, Leonard",The mouse that roared,,1979,Fiction|Science fiction,International relations|Fiction,1,SF
uc1.b4422352,"Harrison, Harry",Nova 1; an anthology of original science fiction stories,,1970,Fiction,Science fiction,2,"Subj: SF, Other B"
pst.000056830965,"McNaught, Judith",Paradise ; Tender triumph,,2005,Love stories|Fiction|Romantic suspense fiction,Women executives|Fiction|Consolidation and merger of corporations|Department stores,1,Love B
mdp.39015060400358,,Synergy SF : new science fiction,,2004,Short stories,"Science fiction, American",1,"Subj: SF, American B"
mdp.39015059254451,"Sloan, Kay",The patron saint of red Chevys : a novel,,2004,Domestic fiction|Novel|Psychological fiction,Murder victims' families|Fiction|Death|Blues musicians|Women singers|Mothers|Crimes against|African American teenage girls|Sisters,1,Domestic|Psychological B|Novel
uc1.b4392652,"Waliullah, Syed",Tree without roots,,1967,NotFiction,,1,randomA
mdp.39015030718657,"Sturgeon, Theodore","A way home, stories of science fiction and fantasy",,1955,NotFiction,"Science fiction, American|Fantasy fiction, American",1,"Subj: SF, American|Subj: Fantasy"
uc1.32106018190436,"Dobbs, Michael",Churchill's hour,,2004,Fiction|Political fiction,United States|Great Britain|Foreign relations|Fiction|Politics and government|1936-1945,1,Political
inu.32000009634116,,The Cowrie girl and other stories,,1971,Fiction,"Short stories, Ghanaian (English)|Social life and customs|Fiction",1,"Subj: Short stories, Other"
uc1.32106018298668,"Simenon, Georges",Maigret at the coroner's,,1981,Mystery fiction|NotFiction,"Fiction|Maigret, Jules (Fictitious character)",1,Mystery B
uc1.b3331861,"Seawell, Molly Elliot",The lively adventures of Gavin Hamilton,,1899,Juvenile audience|Fiction,"Seven Years' War, 1756-1763|Fiction",3,Juvenile
mdp.39015082746093,"Manyika, Sarah Ladipo",In dependence,,2008,Novel|Love stories,Nigerians|England|Fiction|Interracial dating,1,randomB
inu.30000126328842,"Coutinho, Jos ̌Domc̕io","Duke, the dog priest",,2009,Novel,,1,Novel
mdp.39076002197106,"Kelsey, Alice Geer",Racing the red sail,,1947,Fiction,Social life and customs|Greece|Juvenile fiction|Children,1,Subj: Juvenile B
mdp.39015043005043,"Brooke, Gabriella",The words of Bernfrieda : a chronicle of Hauteville : the chronicle of the life of Fredesenda wife of Tancred of Hauteville and mother of Robert Guiscard,,1999,Biographical fiction|Fiction|Historical fiction,"France|Italy|ca. 1015-1085|1002-1063|Fredesenda|Fiction|de Hauteville|Normandy|Tancred|Normans|Women|Duke of Apulia, Calabria, and Sicily|Fiction|To 1500|History|Robert Guiscard|To 1515|Middle Ages, 500-1500|d. 1047|History",1,Biographical
inu.30000101870990,"Hart, Maarten 't",The sundial,,2004,Novel|Suspense fiction,,1,Suspense
mdp.39015043044075,"Martin, Marianne K",Dawn of the dance,,1999,Love stories|Fiction,Fiction|Lesbians,1,Love B
mdp.39015061465418,"Roszak, Theodore",The devil and Daniel Silverman,,2003,Humorous fiction|Novel|College stories,Fiction|Storms|Christian universities and colleges|Gay men|Culture conflict|Christian ethics|Jewish authors|Novelists,1,Humor
mdp.39015058209738,"Freeman, David",It's all true : a novel of Hollywood,,2004,Satire|Humorous fiction|Novel,Motion picture industry|Fiction|Screenwriters,1,Novel
mdp.39015062627008,"Shankar, Subramanian",No end to the journey : a novel,,2005,Domestic fiction|Fiction,Parent and adult child|Fiction|Conflict of generations|Retirees|Older men,1,Domestic
mdp.39015057621222,"Karon, Jan",Shepherds abiding,,2003,Christmas stories|Novel|Christian fiction,Clergy|Fiction|City and town life|Mitford (N.C. : Imaginary place)|Crèches (Nativity scenes),1,Christian-Not-Biographical
pst.000066451105,"Prince, Leondrei",Bloody money : who said da game was fair? : a novel,,2003,Domestic fiction|Fiction,African American men|Fiction|Criminal behavior,1,randomA
uc2.ark+=13960=t7sn0201q,"Snedeker, Caroline Dale",Seth Way;,,1917,,History|New Harmony (Ind.)|Fiction,1,Subj: History B
mdp.39015062494946,"Ḍhaṇḍa, Raghubīra",Melting moments : a collection of Punjabi short stories,,2004,Short stories,"Translations into English|1932-1990|Ḍhaṇḍa, Raghubīra",1,Short stories
uc1.b4948708,,Thursday's child 4 : short stories,,1984,NotFiction,"Short stories, American",1,"Subj: Short stories, American-Not-Short stories"
inu.30000110627050,"Baker, Sam",The stepmothers' support group,,2009,Novel,Stepmothers|Fiction|Female friendship,1,Novel
mdp.39015046335488,"Eddings, David",Polgara the sorceress,,1997,Fiction|Fantastic fiction,,1,Fantasy B
mdp.39015047492957,"Alderman, Annabel",Family man : a novel,,1999,Domestic fiction|Humorous stories|Fiction,Adultery|Married women|Southern States|Fiction,1,Humor
uc1.b4593533,,"Arab Jack : or, The adventures of a London boy in Egypt and the Soudan",,1870,Juvenile audience|Fiction,,1,Juvenile
mdp.39015054262236,,Don't open this book!,,1998,Fiction,"Fiction|Taboo|Horror tales, American|Science fiction, American|Fantasy fiction, American",1,Subj: Fantasy B
uc2.ark+=13960=t7sn0gj0c,"Chesterton, G. K. (Gilbert Keith)",The ball and the cross,,1909,Humorous stories|Allegories|NotFiction|Fiction|Christian fiction,Scotland|Men|Catholics|Fiction|Friendship|Atheists,3,Christian
mdp.39015010329301,"Chedid, Andrée",From sleep unbound,,1983,Fiction,,2,randomA
pst.000046842596,"Erickson, John R",The case of the night-stalking bone monster,1996,1996,NotFiction,Ranch life|Fiction|Dogs|Humorous stories|West (U.S.)|Bones,1,Subj: Humor
uc2.ark+=13960=t9p27542n,"Dumas, Alexandre",The Count of Monte-Cristo,v.4,1887,NotFiction|Novel|Adventure stories|Bibliographies|Fiction|Historical fiction|UnknownGenre,French literature|History|Fiction|19th century|Fiction|History,38,Adventure|Novel
uc1.b4432430,"Biggle, Lloyd",A galaxy of strangers,,1976,Fiction,"Science fiction, American",1,"Subj: SF, American B"
osu.32435066780180,"Saxon, John",Sin and suffer,,1948,Fiction,Marriage|Adultery|Fiction|Man-woman relationships,1,Subj: Man-woman
mdp.39076002660327,"Kay, Gertrude A. (Gertrude Alice)",Adventures in our street,,1925,Juvenile audience|Fiction,Adventure stories|Community life|Brothers and sisters|Juvenile fiction|Children,1,Juvenile B
mdp.39015058225197,"Gillison, Samantha",The king of America : a novel,,2004,Suspense fiction|Psychological fiction|Fiction,Headhunters|Children of divorced parents|Americans|College students|Indigenous peoples|Fiction|Antiquities|Collection and preservation|New Guinea|Children of the rich|Anthropology students,1,Psychological
mdp.39015069329525,"Leone, Angela Tehaan",Swimming toward the light : a novel,,2007,Fiction,Fiction|Arab Americans|Arab American families,2,randomA
uc2.ark+=13960=t3804z70b,"Hill, Grace Livingston",A voice in the wilderness,,1916,Western stories|Love stories|Fiction,Teachers|Fiction|Man-woman relationships|Social life and customs|Arizona,3,Subj: Man-woman B|Western
uc1.32106018583135,"Whitehead, Colson",Apex hides the hurt,,2006,Satire|Humorous fiction|Fiction,"Names, Geographical|Marketing|Fiction|Brand name products|City and town life",2,Humor B
mdp.39015073992755,"Sawyer, Robert J",Identity theft and other stories,,2008,Short stories|Science fiction,Short stories,1,SF
uc1.32106012437197,"Isegawa, Moses",Abyssinian chronicles,,2000,Fiction|Bildungsromans,Fiction,1,Bildungsroman B
uc1.32106013189789,"Byatt, A. S. (Antonia Susan)",The virgin in the garden,,1978,Fiction,"Potter, Frederica (Fictitious character)|English teachers|Theater|Fiction|Man-woman relationships",1,Subj: Man-woman
uc1.32106016423508,"Adams, Jenoyne",Selah's bed : a novel,,2003,Domestic fiction|Psychological fiction|Fiction,Married women|Fiction|Grandparent and child|Terminally ill,1,Psychological B
nyp.33433074907746,"Burney, Fanny","Evelina ; or, The history of a young lady's entrance into the world",v. 2,1784,NotFiction|Bibliographies|Love stories|Fiction|Bildungsromans|Epistolary fiction|Satire|Humorous fiction,English fiction|England|Social life and customs|Fiction|18th century|Young women|Socialites|Debutantes,20,Bildungsroman
uva.x004169481,"Cervantes Saavedra, Miguel de",The first part of the delightful history of the most ingenious knight Don Quixote of the Mancha,v.14,1909,Fiction|NotFiction,,4,randomB
uc1.$b251266,,An Australian story-book,,1928,Fiction,"Short stories, Australian",1,"Subj: Short stories, Other"
mdp.39015060674598,"Anderson, Eric Chase",Chuck Dugan is AWOL : a novel with maps,,2004,Fiction|Bildungsromans|Domestic fiction|Adventure fiction,Fiction|Treasure troves|Admirals|Mothers and sons|Remarriage|Midshipmen|Absence without leave,1,Bildungsroman
mdp.39015030867413,"Garnett, Richard","The universal anthology; a collection of the best literature, ancient, mediæval and modern",v.24,1899,NotFiction,Literature|Anthologies|Collections,2,randomA
mdp.39015058694772,"Wunsch, William Robert",Thicker than water : stories of family life,,1939,Bibliographies|Fiction,"United States|Short stories, American|Families",3,"Subj: Short stories, American"
uc1.32106013262461,"Shulman, Max",Max Shulman's guided tour of campus humor;,,1955,NotFiction,American wit and humor|College wit and humor,1,Subj: Humor
mdp.39015058791677,"LaHaye, Tim F",Glorious appearing : the end of days,,2004,Novel|Christian fiction|Fantasy fiction,"Fiction|Tribulation (Christian eschatology)|Rapture (Christian eschatology)|Steele, Rayford (Fictitious character)|Second Advent|End of the world",1,Christian|Fantasy
nyp.33433074954482,"Dickens, Charles",A Christmas carol in prose; The chimes; The cricket on the hearth,,1846,Juvenile audience|Christmas stories|NotFiction|Ghost stories|Fiction,"Christmas stories|Misers|Fiction|London (England)|Poor families|Scrooge, Ebenezer (Fictitious character)|Fiction|Sick children|Ghost stories|Social life and customs|Juvenile fiction|19th century",14,Subj: Horror
mdp.39015001749434,,Starships,,1983,Fiction,Science fiction,1,"Subj: SF, Other"
uiuo.ark+=13960=t5gb2r53h,"Strangford, George Augustus Frederick Percy Sydney Smythe",Angela Pisani,v.3,1875,,,3,randomA
mdp.39015070755999,"Rankin, Ian",Exit music,,2007,Novel|Detective and mystery stories,"Scotland|Edinburgh|Fiction|Police|Rebus, Inspector (Fictitious character)",1,Mystery B|Novel
mdp.39015032251574,"Bass, Cynthia",Sherman's march,,1994,Biographical fiction|Fiction|Historical fiction,"United States|1820-1891|Civil War, 1861-1865|Sherman, William T|Fiction|Generals|History|Sherman's March to the Sea|(William Tecumseh)",1,Subj: History|Biographical
hvd.32044009594987,"Brown, Charles Brockden",Stephen Calvert. Jessica. The scribbler,vol.3,1822,Fiction,,1,randomA
uc1.32106018792025,Pepetela,"Jaime Bunda, secret agent : story of various mysteries",,2006,Novel,Angolan fiction (Portuguese)|Translations into English2 lcsh|Fiction|Police,1,randomA
nc01.ark+=13960=t12n67355,,The tales of Mother Goose,,1901,,Fairy tales,2,Subj: Fairy tales B
mdp.39015076196818,"McCoy, Ken",Loser : a 'Mad Carew' book,,2008,Novel|Detective and mystery stories,"Fiction|Lawyers|Crimes against|Ex-police officers|Carew, Sam (Fictitious character)|Bricklayers",1,randomA
uc2.ark+=13960=t7rn3cs8z,"Collingwood, Harry",The Congo rovers;,,1880,,,1,randomB
nyp.33433076043961,"Savile, Frank (Frank Mackenzie)",The road : a modern romance,,1911,Fiction|NotFiction,American fiction,3,randomB
mdp.39015041009971,"Beattie, Ann","My life, starring Dara Falcon",,1997,Psychological fiction|Fiction,Self-actualization (Psychology)|Fiction|Female friendship,1,Psychological
pst.000032534948,,The Midnight reader,,1948,NotFiction,"Short stories, American|Ghost stories|Short stories, English",1,"Subj: Horror B|Subj: Short stories, American B"
uc1.32106005794125,"Wells, H. G. (Herbert George)",28 science fiction stories,,1952,NotFiction,"Science fiction, English",1,"Subj: SF, Other B"
uc1.$b243686,"Miller, Wade",Shoot to kill,,1951,Fiction,Detective and mystery stories,1,Subj: Detective B
mdp.39015058207526,"Rosenfeld, Lucinda",Why she went home : a novel,,2004,Fiction|Bildungsromans|Domestic fiction|Humorous fiction,Fiction|Young women|Single women|Man-woman relationships,1,Domestic B|Subj: Man-woman B|Bildungsroman B
mdp.39015058785067,"Stevens, Marcus",Useful girl : a novel,,2004,Novel|Love stories|Bildungsromans,Conservation and restoration|Teenage girls|Cemeteries|Fiction|Death|Antiquities|Teenage pregnancy|Runaway teenagers|Mothers|Cheyenne Indians,1,Bildungsroman B
osu.32435066349986,"Pratt, Theodore",Handsome,,1951,Psychological fiction|Fiction|Erotic fiction,Fiction|Sex addiction,1,Psychological
mdp.39015062537835,"Zahn, Timothy",Star Wars,,2006,Star Wars fiction|Fiction|Science fiction,Space flight|Life on other planets|Fiction,1,SF
mdp.39015001776932,,The nightingale echo : new Soviet stories,,1983,Fiction,"English fiction|Short stories, English|Short stories, Russian|Russian fiction|Translations into English|20th century|Translations from Russian",1,"Subj: Short stories, Other B"
mdp.39015051349978,"Bishop, Michael",Eyes of fire,,1980,Fiction,Science fiction,1,"Subj: SF, Other-Not-SF"
mdp.39015005759363,"Cuppy, Will",Murder without tears; an anthology of crime,,1946,NotFiction,Murder|Detective and mystery stories,2,Subj: Detective
mdp.39015057639042,"Baruth, Philip E. (Philip Edward)",The X President : a novel,,2003,Fiction|Political fiction,Presidents|Cigarette industry|Fiction,1,Political
inu.30000092761927,"Pineda, Cecile",The love queen of the Amazon,,2001,Satire|Humorous fiction|Novel,Peru|Women|Fiction,1,Humor B
mdp.39015078784991,"Mansell, Jill",Rumour has it,,2009,Novel|Love stories,Single women|Fiction|Dating (Social customs),1,Love B
mdp.39015017684377,,The Science fictional solar system,,1979,Fiction,"Solar system|Fiction|Science fiction, American",1,"Subj: SF, American"
mdp.39015061027614,"Bacon-Smith, Camille","Daemons, Inc",,1998,Horror fiction|Fantastic fiction|Novel,Demonology|Fiction|Paranormal fiction,1,Fantasy
mdp.39076002660541,"Finnemore, John",A boy scout in the Balkans,,1913,Fiction,Adventure stories|Turkey|Ethnic relations|Boys|Revolutions|Juvenile fiction,1,Subj: Juvenile
mdp.39015060098970,"Thornton, Lawrence",Sailors on the inward sea : a novel,,2004,Psychological fiction|Fiction|Historical fiction,"Seafaring life|1857-1924|Fiction|Collaboration|Male friendship|Conrad, Joseph|Authorship|Persona (Literature)|Novelists",2,Psychological
mdp.39076002642291,"Lindsay, Maud",Mother stories,,1900,Juvenile audience|Fiction,Short stories|Children's stories|Juvenile fiction,1,Juvenile B
mdp.39015034201874,"Fry, Stephen",The liar,,1993,Humorous stories|Fiction,,2,Humor
mdp.39076002607377,"Brown, Palmer",Beyond the pawpaw trees : the story of Anna Lavinia,,1954,NotFiction,Aunts|Conduct of life|Girls|Railroad travel|Juvenile fiction,1,Subj: Juvenile
mdp.39076002605058,"Winnington, Laura",The Outlook fairy book for little people,,1903,NotFiction,Fairy tales,1,Subj: Fairy tales
mdp.39015065834023,"Pettibone, James","The lodge goat. : Goat rides, butts and goat hairs. Gathered from the lodge rooms of every fraternal order; more than a thousand anecdotes, incidents and illustrations from the humorous side of lodge life",,1902,NotFiction,Secret societies|Humor,2,Subj: Humor B
mdp.39015063933710,"Kellogg, Elijah",The cruise of the Casco,,1899,Juvenile audience|NotFiction,,1,Juvenile B
mdp.39015054289825,"Deaver, Jeffery",The stone monkey : a Lincoln Rhyme novel,,2002,Fiction,"Quadriplegics|Rhyme, Lincoln (Fictitious character)|Fiction|Forensic pathologists|Detective and mystery stories",1,Subj: Detective
mdp.39015029845859,,Contemporary Indian short stories,v.2 1967,1959,NotFiction,"Short stories, English|Short stories, Indic|Translations into English|Translations from Indic",1,"Subj: Short stories, Other B"
mdp.39076002597735,"Konkle, Janet",J. Hamilton Hamster,,1957,Fiction,Loneliness|Animal behavior|Hamsters|Juvenile fiction|Friendship,1,Subj: Juvenile
mdp.39015063687829,"Hassler, Jon",The new woman,,2005,Domestic fiction|Fiction,Housing|Fiction|Older women|City and town life|Staggerford (Minn. : Imaginary place)|Older people,2,Domestic B|randomB
mdp.39015046424118,"Tolkien, J. R. R. (John Ronald Reuel)",Smith of Wootton Major,,1967,Fiction|Fantastic fiction,,2,Fantasy B
mdp.39015081739271,"Derleth, August",Dwellers in darkness,,1976,Short stories,"Ghost stories, American|Fantasy fiction, American",1,Subj: Fantasy
mdp.39015056287579,"McCann, Colum",Dancer,,2003,NotFiction,"1938-1993|Fiction|Nureyev, Rudolf|Male dancers|Russia",1,randomB
osu.32435066353483,"Gruber, Frank",The highwayman,,1955,Western stories|Fiction,,1,Western
mdp.39015033982490,"Wetherell, W. D",The wisest man in America,,1995,Fiction|Political fiction,Fiction,1,Political
inu.30000068229644,"Heighton, Steven",Flight paths of the emperor,,2000,Short stories,Culture|East and West|Fiction,1,Short stories B
mdp.39015037698266,"Oeste, Bob",The last pumpkin paper : a novel,,1996,Political fiction|Legal stories|Fiction,"Trials, litigation, etc|Trials (Perjury)|Fiction|New York|New York (State)|Hiss, Alger",1,Political
mdp.39015046375104,"Golden, Arthur",Memoirs of a geisha : a novel,,1997,Novel|Fiction|Historical fiction,Geishas|Fiction|Social life and customs|Fiction|History|Japan|20th century|History,4,Historical B
inu.30000056018702,"Jones, Gwyneth A",Seven tales and a fable,,1995,Fiction,England|Fairy tales,1,Subj: Fairy tales
osu.32435066780313,"Brand, Max",Border guns,,1928,Western stories|Fiction,Cowboys|Fiction|Attempted murder,1,Western
mdp.39015059250376,"Walsh, Marcie",The killing club,,2005,Novel|Mystery fiction,Women detectives|Societies and clubs|Fiction|Serial murders,1,Subj: Detective
pst.000044138431,,Love of goldens,,1999,NotFiction,"Fiction|Short stories, English|Short stories, American|Golden retriever|Human-animal relationships",1,"Subj: Short stories, American"
pst.000058693735,"Howard, Linda",Raintree : inferno,,2007,Love stories|Fiction|Fantasy fiction,,1,Fantasy B|randomA
pst.000066034483,"Le Guin, Ursula K",The other wind,,2001,Fiction|Fantasy fiction,Fantasy fiction,2,Subj: Fantasy B
mdp.39015060886184,"Cash, Steve",The Meq,,2005,Novel|Fantasy fiction,Immortalism|Fiction|Children,1,Fantasy B
pur1.32754076789167,"Perez, Georgia",Plate full of color,,2006,Juvenile audience|Short stories,Indians of North America|Nutritional aspects|Juvenile fiction|Food|Diabetes|Health and hygiene|Food habits,1,Short stories
uc1.b3117364,"Hathaway, Baxter",Writers for tomorrow,,1952,NotFiction,"Short stories, American",1,"Subj: Short stories, American B"
pst.000033357485,"Brown, Steve C",Dirty secrets of the Black hand : the calm of desperation,,1997,NotFiction,Fantasy games|Vampire (Game),1,Subj: Fantasy
mdp.39015032277991,,"Black thorn, white rose",,1994,Fantastic fiction|Bibliographies|Fiction,"Fairy tales|Fantasy fiction, American|Adaptations",1,Fantasy B|randomA|Subj: Fairy tales B
mdp.39015049689683,"Stella, Leslie",Fat bald Jeff : a novel,,2001,Humorous stories|Fiction,Young women|Fiction|Office politics,1,Humor
mdp.39015013255701,"Sturgeon, Theodore",The stars are the Styx,,1984,Fiction,"Science fiction, American",1,"Subj: SF, American"
mdp.39015024903364,"Doyle, Roddy",The van,,1991,Fiction,,1,randomB
nyp.33433081603049,"Twain, Mark","The stolen white elephant, etc",,1882,Fiction,"Detective and mystery stories, American|Sawyer, Tom (Fictitious character)|Fiction",6,Subj: Detective B
mdp.39015050326084,"LeClair, Tom",Well-founded fear,,2000,Fiction,"Refugees, Kurdish|Terrorism|Women lawyers|Fiction|Political persecution|Office of the United Nations High Commissioner for Refugees",1,randomB
uc2.ark+=13960=t88g8h36s,"Barkley, Henry C",Studies in the art of rat-catching,,1896,,Ferret|Rats,2,randomB
mdp.39015066059885,"Vidal, Gore",Empire : a novel,,1987,Fiction,1901-1909|Fiction|History,1,randomA
uc1.32106019489498,"Komarnicki, Todd",War : a novel,,2008,War stories|Psychological fiction|Fiction,Soldiers|Fiction,1,War
mdp.39015055116167,"Blaise, Clark",Tribal justice,,1974,Short stories|Fiction,,2,randomA
mdp.39015058135495,"Coburn, Jennifer",The wife of Reilly,,2004,Novel|Domestic fiction,Married people|Fiction|Personals|Mate selection|Man-woman relationships,1,Domestic B|Subj: Man-woman
loc.ark+=13960=t1fj2rh06,"ingo, Charles A, Sir","A Texas cow boy, or, Fifteen years on the hurricane deck of a Spanish pony",,1886,NotFiction,Cowboys|Texas|Frontier and pioneer life|1846-1950|History|Biography,2,Subj: History B
uc2.ark+=13960=t0ht2h81r,"Henderson, W. J. (William James)",The Soul of a tenor;,,1912,,,3,randomA
mdp.39015059722077,"Ganguli, Jatindra Mohan","Three women had made him a saint, & ""I'm polluted"" she told him",,1967,Fiction,,2,randomB
mdp.39015071603321,"Hivert-Carthew, Annick",Ghostly lights,,1998,Suspense fiction|Bibliographies|Fiction,Fiction|Lighthouses|Great Lakes (North America),1,Suspense B
mdp.39015061148675,"Weiner, Jennifer",Good in bed : a novel,,2001,Humorous stories|Novel|Love stories,Women journalists|Fiction|Young women|Overweight women,1,Humor
mdp.39015005790855,"Ellison, Harlan","Again, dangerous visions; 46 original stories",,1972,Fiction,"Science fiction, American|Science fiction, English",1,"Subj: SF, American B|Subj: SF, Other B"
